order_id,customer_id,order_date,sku_id,quantity,unit_price,line_total
ORD-000063,WCUST-00010,2025-11-13,REGULAR-GUATEMALA-WHOLESALE,6,84.0,504.0
ORD-000064,WCUST-00010,2025-11-28,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-000065,WCUST-00010,2025-12-21,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-000066,WCUST-00010,2026-01-11,DECAF-PERU-WHOLESALE,6,93.0,558.0
ORD-000067,WCUST-00010,2026-02-01,REGULAR-PERU-WHOLESALE,6,84.0,504.0
ORD-000068,WCUST-00010,2026-02-25,REGULAR-PERU-WHOLESALE,7,84.0,588.0
ORD-000068,WCUST-00010,2026-02-25,REGULAR-PERU-RETAIL,3,14.0,42.0
ORD-000069,WCUST-00010,2026-03-13,DECAF-COLOMBIA-WHOLESALE,5,93.0,465.0
ORD-000070,WCUST-00010,2026-04-09,DECAF-COLOMBIA-WHOLESALE,4,93.0,372.0
ORD-000071,WCUST-00010,2026-05-02,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-000071,WCUST-00010,2026-05-02,REGULAR-BLEND-RETAIL,2,14.0,28.0
ORD-000072,WCUST-00010,2026-05-23,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-000073,WCUST-00010,2026-06-17,REGULAR-BLEND-WHOLESALE,8,84.0,672.0
ORD-000074,WCUST-00010,2026-07-08,DECAF-COLOMBIA-WHOLESALE,7,93.0,651.0
ORD-000075,WCUST-00010,2026-07-27,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-000076,WCUST-00010,2026-08-13,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-000076,WCUST-00010,2026-08-13,REGULAR-COLOMBIA-RETAIL,2,14.0,28.0
ORD-000077,WCUST-00010,2026-09-06,REGULAR-COLOMBIA-WHOLESALE,4,84.0,336.0
ORD-000078,WCUST-00011,2024-08-30,REGULAR-PERU-WHOLESALE,3,84.0,252.0
ORD-000079,WCUST-00011,2024-09-22,REGULAR-BLEND-WHOLESALE,6,84.0,504.0
ORD-000080,WCUST-00011,2024-10-12,DECAF-GUATEMALA-WHOLESALE,6,93.0,558.0
ORD-000081,WCUST-00011,2024-10-31,REGULAR-GUATEMALA-WHOLESALE,6,84.0,504.0
ORD-000082,WCUST-00011,2024-11-26,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-000083,WCUST-00011,2024-12-20,DECAF-PERU-WHOLESALE,3,93.0,279.0
ORD-000084,WCUST-00011,2025-01-15,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-000085,WCUST-00011,2025-02-07,REGULAR-GUATEMALA-WHOLESALE,6,84.0,504.0
ORD-000086,WCUST-00011,2025-02-22,REGULAR-COLOMBIA-WHOLESALE,3,84.0,252.0
ORD-000086,WCUST-00011,2025-02-22,REGULAR-COLOMBIA-RETAIL,2,14.0,28.0
ORD-000087,WCUST-00011,2025-03-20,REGULAR-COLOMBIA-WHOLESALE,3,84.0,252.0
ORD-000088,WCUST-00011,2025-04-14,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-000088,WCUST-00011,2025-04-14,REGULAR-GUATEMALA-RETAIL,2,14.0,28.0
ORD-000089,WCUST-00011,2025-05-06,DECAF-BLEND-WHOLESALE,5,93.0,465.0
ORD-000090,WCUST-00011,2025-05-26,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-000091,WCUST-00011,2025-06-20,DECAF-BLEND-WHOLESALE,3,93.0,279.0
ORD-000092,WCUST-00011,2025-07-17,REGULAR-COLOMBIA-WHOLESALE,8,84.0,672.0
ORD-000093,WCUST-00011,2025-08-07,REGULAR-GUATEMALA-WHOLESALE,8,84.0,672.0
ORD-000094,WCUST-00011,2025-08-25,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-000095,WCUST-00011,2025-09-19,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-000096,WCUST-00011,2025-10-15,REGULAR-PERU-WHOLESALE,6,84.0,504.0
ORD-000097,WCUST-00011,2025-11-09,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-000098,WCUST-00011,2025-11-28,REGULAR-GUATEMALA-WHOLESALE,6,84.0,504.0
ORD-000099,WCUST-00011,2025-12-17,REGULAR-GUATEMALA-WHOLESALE,8,84.0,672.0
ORD-000100,WCUST-00011,2026-01-09,DECAF-PERU-WHOLESALE,6,93.0,558.0
ORD-000101,WCUST-00011,2026-02-03,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-000102,WCUST-00011,2026-02-26,REGULAR-PERU-WHOLESALE,3,84.0,252.0
ORD-000102,WCUST-00011,2026-02-26,REGULAR-PERU-RETAIL,2,14.0,28.0
ORD-000103,WCUST-00011,2026-03-24,REGULAR-GUATEMALA-WHOLESALE,8,84.0,672.0
ORD-000103,WCUST-00011,2026-03-24,REGULAR-GUATEMALA-RETAIL,3,14.0,42.0
ORD-000104,WCUST-00011,2026-04-11,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-000105,WCUST-00011,2026-05-03,REGULAR-BLEND-WHOLESALE,6,84.0,504.0
ORD-000106,WCUST-00011,2026-05-22,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-000107,WCUST-00011,2026-06-15,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-000108,WCUST-00011,2026-07-02,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-000109,WCUST-00011,2026-07-20,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-000110,WCUST-00011,2026-08-16,REGULAR-COLOMBIA-WHOLESALE,8,84.0,672.0
ORD-000111,WCUST-00011,2026-09-08,REGULAR-COLOMBIA-WHOLESALE,3,84.0,252.0
ORD-000112,WCUST-00012,2025-08-28,REGULAR-GUATEMALA-WHOLESALE,1,84.0,84.0
ORD-000113,WCUST-00012,2025-10-10,REGULAR-PERU-WHOLESALE,3,84.0,252.0
ORD-000114,WCUST-00012,2025-11-25,REGULAR-BLEND-WHOLESALE,2,84.0,168.0
ORD-000115,WCUST-00012,2026-01-23,REGULAR-BLEND-WHOLESALE,3,84.0,252.0
ORD-000116,WCUST-00012,2026-03-29,REGULAR-COLOMBIA-WHOLESALE,3,84.0,252.0
ORD-000117,WCUST-00012,2026-05-25,REGULAR-BLEND-WHOLESALE,1,84.0,84.0
ORD-000118,WCUST-00012,2026-07-08,REGULAR-BLEND-WHOLESALE,2,84.0,168.0
ORD-000119,WCUST-00012,2026-08-20,REGULAR-BLEND-WHOLESALE,2,84.0,168.0
ORD-000120,WCUST-00013,2025-08-08,REGULAR-PERU-WHOLESALE,7,84.0,588.0
ORD-000121,WCUST-00013,2025-08-23,REGULAR-PERU-WHOLESALE,4,84.0,336.0
ORD-000121,WCUST-00013,2025-08-23,REGULAR-GUATEMALA-RETAIL,1,14.0,14.0
ORD-000122,WCUST-00013,2025-09-14,REGULAR-PERU-WHOLESALE,3,84.0,252.0
ORD-000123,WCUST-00013,2025-10-11,REGULAR-PERU-WHOLESALE,3,84.0,252.0
ORD-000124,WCUST-00013,2025-10-29,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-000124,WCUST-00013,2025-10-29,REGULAR-PERU-RETAIL,2,14.0,28.0
ORD-000125,WCUST-00013,2025-11-16,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-000126,WCUST-00013,2025-12-03,REGULAR-GUATEMALA-WHOLESALE,6,84.0,504.0
ORD-000127,WCUST-00013,2025-12-29,REGULAR-GUATEMALA-WHOLESALE,6,84.0,504.0
ORD-000128,WCUST-00013,2026-01-16,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-000129,WCUST-00013,2026-02-02,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-000130,WCUST-00013,2026-03-01,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-000131,WCUST-00013,2026-03-17,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-000132,WCUST-00013,2026-04-06,REGULAR-GUATEMALA-WHOLESALE,7,84.0,588.0
ORD-000132,WCUST-00013,2026-04-06,REGULAR-GUATEMALA-RETAIL,3,14.0,42.0
ORD-000133,WCUST-00013,2026-05-02,REGULAR-BLEND-WHOLESALE,3,84.0,252.0
ORD-000134,WCUST-00013,2026-05-19,DECAF-PERU-WHOLESALE,4,93.0,372.0
ORD-000134,WCUST-00013,2026-05-19,REGULAR-BLEND-RETAIL,2,14.0,28.0
ORD-000135,WCUST-00013,2026-06-03,REGULAR-BLEND-WHOLESALE,6,84.0,504.0
ORD-000136,WCUST-00013,2026-06-24,REGULAR-BLEND-WHOLESALE,8,84.0,672.0
ORD-000137,WCUST-00013,2026-07-18,REGULAR-COLOMBIA-WHOLESALE,5,84.0,420.0
ORD-000138,WCUST-00013,2026-08-10,REGULAR-COLOMBIA-WHOLESALE,3,84.0,252.0
ORD-000139,WCUST-00013,2026-08-28,REGULAR-BLEND-WHOLESALE,8,84.0,672.0
ORD-000140,WCUST-00014,2026-06-06,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-000141,WCUST-00014,2026-06-29,REGULAR-BLEND-WHOLESALE,6,84.0,504.0
ORD-000142,WCUST-00014,2026-07-16,REGULAR-BLEND-WHOLESALE,6,84.0,504.0
ORD-000143,WCUST-00014,2026-08-05,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-000144,WCUST-00015,2024-08-27,REGULAR-BLEND-WHOLESALE,2,84.0,168.0
ORD-000145,WCUST-00015,2024-09-28,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-000146,WCUST-00015,2024-10-25,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-000147,WCUST-00015,2024-11-14,DECAF-PERU-WHOLESALE,2,93.0,186.0
ORD-000148,WCUST-00015,2024-12-09,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-000149,WCUST-00015,2024-12-30,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-000150,WCUST-00015,2025-02-02,REGULAR-COLOMBIA-WHOLESALE,5,84.0,420.0
ORD-000151,WCUST-00015,2025-03-02,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-000152,WCUST-00015,2025-03-27,REGULAR-COLOMBIA-WHOLESALE,4,84.0,336.0
ORD-000153,WCUST-00015,2025-04-22,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-000154,WCUST-00016,2024-11-02,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-000155,WCUST-00016,2024-11-29,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-000156,WCUST-00016,2025-01-04,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-000157,WCUST-00016,2025-02-04,REGULAR-COLOMBIA-WHOLESALE,5,84.0,420.0
ORD-000158,WCUST-00016,2025-03-07,REGULAR-COLOMBIA-WHOLESALE,5,84.0,420.0
ORD-000159,WCUST-00016,2025-04-09,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-000160,WCUST-00016,2025-05-04,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-000161,WCUST-00016,2025-05-29,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-000162,WCUST-00016,2025-06-19,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-000163,WCUST-00016,2025-07-13,REGULAR-COLOMBIA-WHOLESALE,2,84.0,168.0
ORD-000164,WCUST-00016,2025-08-12,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-000165,WCUST-00016,2025-09-09,REGULAR-PERU-WHOLESALE,4,84.0,336.0
ORD-000166,WCUST-00016,2025-10-06,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-000167,WCUST-00016,2025-11-08,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-000168,WCUST-00016,2025-12-04,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-000169,WCUST-00016,2025-12-29,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-000170,WCUST-00016,2026-01-22,DECAF-PERU-WHOLESALE,2,93.0,186.0
ORD-000171,WCUST-00016,2026-02-11,REGULAR-PERU-WHOLESALE,4,84.0,336.0
ORD-000172,WCUST-00016,2026-03-05,REGULAR-COLOMBIA-WHOLESALE,4,84.0,336.0
ORD-000173,WCUST-00016,2026-04-01,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-000174,WCUST-00017,2025-03-28,REGULAR-COLOMBIA-WHOLESALE,2,84.0,168.0
ORD-000175,WCUST-00017,2025-04-26,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-000176,WCUST-00017,2025-05-24,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-000177,WCUST-00017,2025-06-29,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-000178,WCUST-00017,2025-07-30,REGULAR-COLOMBIA-WHOLESALE,2,84.0,168.0
ORD-000179,WCUST-00017,2025-09-04,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-000180,WCUST-00017,2025-09-27,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-000181,WCUST-00017,2025-10-17,REGULAR-PERU-WHOLESALE,5,84.0,420.0
ORD-000182,WCUST-00017,2025-11-17,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-000183,WCUST-00017,2025-12-17,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-000184,WCUST-00017,2026-01-10,DECAF-PERU-WHOLESALE,5,93.0,465.0
ORD-000185,WCUST-00017,2026-02-15,DECAF-COLOMBIA-WHOLESALE,5,93.0,465.0
ORD-000186,WCUST-00017,2026-03-15,DECAF-COLOMBIA-WHOLESALE,3,93.0,279.0
ORD-000187,WCUST-00017,2026-04-16,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-000188,WCUST-00017,2026-05-13,REGULAR-BLEND-WHOLESALE,3,84.0,252.0
ORD-000188,WCUST-00017,2026-05-13,REGULAR-BLEND-RETAIL,1,14.0,14.0
ORD-000189,WCUST-00017,2026-06-14,REGULAR-BLEND-WHOLESALE,3,84.0,252.0
ORD-000190,WCUST-00017,2026-07-05,REGULAR-COLOMBIA-WHOLESALE,3,84.0,252.0
ORD-000191,WCUST-00017,2026-07-28,DECAF-COLOMBIA-WHOLESALE,3,93.0,279.0
ORD-000191,WCUST-00017,2026-07-28,REGULAR-BLEND-RETAIL,3,14.0,42.0
ORD-000192,WCUST-00017,2026-08-17,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-000193,WCUST-00017,2026-09-06,REGULAR-COLOMBIA-WHOLESALE,2,84.0,168.0
ORD-000194,WCUST-00018,2025-11-28,REGULAR-BLEND-WHOLESALE,7,84.0,588.0
ORD-000195,WCUST-00018,2026-01-05,REGULAR-PERU-WHOLESALE,4,84.0,336.0
ORD-000196,WCUST-00018,2026-02-13,REGULAR-PERU-WHOLESALE,7,84.0,588.0
ORD-000197,WCUST-00018,2026-03-16,REGULAR-COLOMBIA-WHOLESALE,10,84.0,840.0
ORD-000198,WCUST-00018,2026-04-18,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-000199,WCUST-00018,2026-05-27,REGULAR-BLEND-WHOLESALE,10,84.0,840.0
ORD-000200,WCUST-00018,2026-07-05,DECAF-COLOMBIA-WHOLESALE,6,93.0,558.0
ORD-000201,WCUST-00018,2026-08-03,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-000202,WCUST-00019,2025-12-08,DECAF-PERU-WHOLESALE,4,93.0,372.0
ORD-000203,WCUST-00019,2026-01-10,REGULAR-BLEND-WHOLESALE,2,84.0,168.0
ORD-000204,WCUST-00019,2026-02-08,REGULAR-PERU-WHOLESALE,5,84.0,420.0
ORD-000204,WCUST-00019,2026-02-08,REGULAR-PERU-RETAIL,2,14.0,28.0
ORD-000205,WCUST-00019,2026-03-13,DECAF-COLOMBIA-WHOLESALE,3,93.0,279.0
ORD-000206,WCUST-00019,2026-04-18,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-000207,WCUST-00019,2026-05-12,REGULAR-BLEND-WHOLESALE,5,84.0,420.0
ORD-000208,WCUST-00019,2026-06-01,REGULAR-BLEND-WHOLESALE,2,84.0,168.0
ORD-000209,WCUST-00019,2026-06-28,DECAF-COLOMBIA-WHOLESALE,2,93.0,186.0
ORD-000209,WCUST-00019,2026-06-28,REGULAR-BLEND-RETAIL,1,14.0,14.0
ORD-000210,WCUST-00019,2026-08-03,REGULAR-COLOMBIA-WHOLESALE,3,84.0,252.0
ORD-000211,WCUST-00019,2026-09-02,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-000211,WCUST-00019,2026-09-02,REGULAR-COLOMBIA-RETAIL,2,14.0,28.0
ORD-000212,WCUST-00020,2025-06-15,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-000213,WCUST-00020,2025-07-08,REGULAR-COLOMBIA-WHOLESALE,2,84.0,168.0
ORD-000214,WCUST-00020,2025-08-03,REGULAR-PERU-WHOLESALE,5,84.0,420.0
ORD-000215,WCUST-00020,2025-08-25,REGULAR-GUATEMALA-WHOLESALE,5,84.0,420.0
ORD-000216,WCUST-00020,2025-09-15,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-000217,WCUST-00020,2025-10-08,REGULAR-PERU-WHOLESALE,3,84.0,252.0
ORD-000218,WCUST-00020,2025-11-12,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-000219,WCUST-00020,2025-12-09,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-000220,WCUST-00020,2026-01-04,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-000221,WCUST-00020,2026-02-03,REGULAR-BLEND-WHOLESALE,4,84.0,336.0
ORD-000222,WCUST-00020,2026-02-27,REGULAR-BLEND-WHOLESALE,2,84.0,168.0
ORD-000223,WCUST-00020,2026-03-28,REGULAR-COLOMBIA-WHOLESALE,5,84.0,420.0
ORD-000224,WCUST-00020,2026-04-25,REGULAR-GUATEMALA-WHOLESALE,2,84.0,168.0
ORD-000225,WCUST-00020,2026-05-18,REGULAR-BLEND-WHOLESALE,3,84.0,252.0
ORD-000226,WCUST-00020,2026-06-22,REGULAR-BLEND-WHOLESALE,2,84.0,168.0
ORD-000227,WCUST-00020,2026-07-22,REGULAR-COLOMBIA-WHOLESALE,3,84.0,252.0
ORD-000228,WCUST-00020,2026-08-27,REGULAR-COLOMBIA-WHOLESALE,4,84.0,336.0
ORD-000229,WCUST-00021,2025-08-06,REGULAR-PERU-WHOLESALE,4,84.0,336.0
ORD-000230,WCUST-00021,2025-09-18,DECAF-GUATEMALA-WHOLESALE,7,93.0,651.0
ORD-000231,WCUST-00021,2025-10-26,REGULAR-GUATEMALA-WHOLESALE,8,84.0,672.0
ORD-000232,WCUST-00021,2025-11-28,REGULAR-GUATEMALA-WHOLESALE,4,84.0,336.0
ORD-000233,WCUST-00021,2026-01-07,REGULAR-BLEND-WHOLESALE,9,84.0,756.0
ORD-000234,WCUST-00021,2026-02-18,REGULAR-PERU-WHOLESALE,10,84.0,840.0
ORD-000235,WCUST-00021,2026-03-20,REGULAR-GUATEMALA-WHOLESALE,8,84.0,672.0
ORD-000236,WCUST-00021,2026-04-22,REGULAR-GUATEMALA-WHOLESALE,7,84.0,588.0
ORD-000237,WCUST-00021,2026-06-04,REGULAR-BLEND-WHOLESALE,9,84.0,756.0
ORD-000237,WCUST-00021,2026-06-04,REGULAR-BLEND-RETAIL,1,14.0,14.0
ORD-000238,WCUST-00021,2026-07-04,REGULAR-COLOMBIA-WHOLESALE,9,84.0,756.0
ORD-000239,WCUST-00021,2026-08-03,DECAF-BLEND-WHOLESALE,10,93.0,930.0
ORD-000239,WCUST-00021,2026-08-03,REGULAR-COLOMBIA-RETAIL,3,14.0,42.0
ORD-000240,WCUST-00022,2024-12-03,REGULAR-GUATEMALA-WHOLESALE,6,84.0,504.0
ORD-000241,WCUST-00022,2024-12-26,REGULAR-GUATEMALA-WHOLESALE,7,84.0,588.0
ORD-000242,WCUST-00022,2025-01-22,REGULAR-GUATEMALA-WHOLESALE,3,84.0,252.0
ORD-000243,WCUST-00022,2025-02-07,REGULAR-COLOMBIA-WHOLESALE,8,84.0,672.0
